countrycode,country,year,rgdpo,pop,csh_i,ave_income,key
ISR,Israel,1993,120839.0078,4.985652,182.6093805,48.79204665,ISR-1993
ISR,Israel,1994,129511.4688,5.163901,184.002144,50.48869755,ISR-1994
ISR,Israel,1995,136372.1406,5.331622,182.6476119,51.49086083,ISR-1995
ISR,Israel,1996,146179.5,5.486219,180.48253,53.63856844,ISR-1996
ISR,Israel,1997,154767.7969,5.630066,168.7265052,55.33895588,ISR-1997
ISR,Israel,1998,161275.1875,5.764197,153.6656447,56.32388287,ISR-1998
ISR,Israel,1999,169812.5,5.891263,155.5535027,58.02632831,ISR-1999
ISR,Israel,2000,187272.3281,6.013711,148.6535378,62.6895139,ISR-2000
ISR,Israel,2001,190663.5,6.12998,146.2429064,62.61412988,ISR-2001
ISR,Israel,2002,192118.6563,6.240215,135.0004189,61.97746855,ISR-2002
ISR,Israel,2003,184708.25,6.350762,124.2638458,58.54964988,ISR-2003
ISR,Israel,2004,184167.375,6.470045,121.3960473,57.3019291,ISR-2004
ISR,Israel,2005,186345.5469,6.603677,123.6282888,56.80637054,ISR-2005
ISR,Israel,2006,191213.9688,6.754836,122.1608544,56.98606284,ISR-2006
ISR,Israel,2007,197957.8594,6.920762,119.493588,57.58146111,ISR-2007
ISR,Israel,2008,201805.5781,7.093808,117.4785815,57.26873404,ISR-2008
ISR,Israel,2009,209740.9375,7.262964,102.2182249,58.13439533,ISR-2009
ISR,Israel,2010,216012.9063,7.420368,104.8860684,58.60276433,ISR-2010
ISR,Israel,2011,222138.9063,7.563334,115.3331701,59.12555033,ISR-2011
ISR,Israel,2012,231867.375,7.694507,116.3172396,60.66283358,ISR-2012
ISR,Israel,2013,240246.4375,7.817818,111.8966789,61.86360824,ISR-2013
ISR,Israel,2014,250933.6875,7.939483,108.0050921,63.62540968,ISR-2014
ITA,Italy,1970,632654.3125,53.52267,156.6741936,23.79537475,ITA-1970
ITA,Italy,1971,648598.6875,53.891946,142.0511177,24.22791525,ITA-1971
ITA,Italy,1972,681390.1875,54.262086,139.823339,25.27919477,ITA-1972
ITA,Italy,1973,741303.625,54.623207,150.1773792,27.32013088,ITA-1973
ITA,Italy,1974,794397.6875,54.961926,158.2757994,29.09644127,ITA-1974
ITA,Italy,1975,784225.25,55.268549,126.4158729,28.56449857,ITA-1975
ITA,Italy,1976,863434.25,55.539118,137.1201505,31.2963824,ITA-1976
ITA,Italy,1977,907941.4375,55.775934,124.4119157,32.76987856,ITA-1977
ITA,Italy,1978,961373.875,55.983298,120.7223335,34.56986496,ITA-1978
ITA,Italy,1979,1049667,56.168376,124.0006243,37.62040987,ITA-1979
ITA,Italy,1980,1121713.375,56.336446,133.4493289,40.0826382,ITA-1980
ITA,Italy,1981,1103899.625,56.489623,123.1212496,39.33913042,ITA-1981
ITA,Italy,1982,1086785.125,56.626403,122.4165275,38.63567964,ITA-1982
ITA,Italy,1983,1074058.75,56.7444,116.2878524,38.10385146,ITA-1983
ITA,Italy,1984,1088288.625,56.839859,123.6063686,38.54383683,ITA-1984
ITA,Italy,1985,1098616.875,56.910888,123.8486324,38.86106959,ITA-1985
ITA,Italy,1986,1173825.5,56.956635,122.8610397,41.48805382,ITA-1986
ITA,Italy,1987,1234180.875,56.980621,129.2350871,43.6029106,ITA-1987
ITA,Italy,1988,1289985.875,56.990645,133.3934399,45.56645358,ITA-1988
ITA,Italy,1989,1344268,56.997093,135.2134946,47.47850119,ITA-1989
ITA,Italy,1990,1408685.875,57.007577,133.7913812,49.74454051,ITA-1990
ITA,Italy,1991,1452529.375,57.029614,137.7928726,51.27295387,ITA-1991
ITA,Italy,1992,1480874.875,57.06276,139.8168414,52.24315993,ITA-1992
ITA,Italy,1993,1480556,57.097411,129.3730181,52.20021222,ITA-1993
ITA,Italy,1994,1528411.125,57.119163,132.7504532,53.86692712,ITA-1994
ITA,Italy,1995,1596989.125,57.120136,140.934838,56.28291369,ITA-1995
ITA,Italy,1996,1627294.25,57.091906,133.9714357,57.37931959,ITA-1996
ITA,Italy,1997,1684239.25,57.044614,127.9940046,59.43646675,ITA-1997
ITA,Italy,1998,1767813.625,57.01094,120.1073722,62.42263845,ITA-1998
ITA,Italy,1999,1808117.5,57.035249,121.2037451,63.81858253,ITA-1999
ITA,Italy,2000,1867200.875,57.147081,122.4564385,65.77499691,ITA-2000
ITA,Italy,2001,1911009.125,57.359179,118.7309864,67.06928562,ITA-2001
ITA,Italy,2002,1844033,57.655677,124.131865,64.38585377,ITA-2002
ITA,Italy,2003,1831162.75,58.002003,124.9283683,63.55471858,ITA-2003
ITA,Italy,2004,1839429.5,58.348332,130.2286513,63.46270044,ITA-2004
ITA,Italy,2005,1884407.375,58.657355,134.1354905,64.67198123,ITA-2005
ITA,Italy,2006,1943301.125,58.918471,140.1890875,66.3976151,ITA-2006
ITA,Italy,2007,2064825.875,59.138599,141.8394336,70.28720087,ITA-2007
ITA,Italy,2008,2116344.75,59.319234,138.6016314,71.82154233,ITA-2008
ITA,Italy,2009,2039252.375,59.467196,128.1612269,69.03309772,ITA-2009
ITA,Italy,2010,2045185.625,59.588007,124.5104755,69.09358349,ITA-2010
ITA,Italy,2011,2097792.75,59.678993,129.748017,70.76278874,ITA-2011
ITA,Italy,2012,2109460.5,59.737717,120.2629682,71.08641664,ITA-2012
ITA,Italy,2013,2100516,59.771094,110.7068378,70.74546987,ITA-2013
ITA,Italy,2014,2111945.75,59.788667,104.2538122,71.10951779,ITA-2014
JPN,Japan,1970,1233349,103.707537,193.7543591,23.94084705,JPN-1970
JPN,Japan,1971,1305417.125,105.142875,187.5716082,24.99385833,JPN-1971
JPN,Japan,1972,1424087,106.616535,190.7462839,26.88907139,JPN-1972
JPN,Japan,1973,1541062.125,108.085729,201.6847286,28.70222979,JPN-1973
JPN,Japan,1974,1533521.75,109.495053,198.4840175,28.19416831,JPN-1974
JPN,Japan,1975,1601717.75,110.804519,184.1167483,29.09995798,JPN-1975
JPN,Japan,1976,1708270,111.992858,183.248031,30.70647986,JPN-1976
JPN,Japan,1977,1824979.375,113.067848,180.2052914,32.49246655,JPN-1977
JPN,Japan,1978,1962215.375,114.054587,186.0938422,34.63361017,JPN-1978
JPN,Japan,1979,2095713.625,114.993274,190.1907711,36.68794143,JPN-1979
JPN,Japan,1980,2219018.25,115.912104,184.572132,38.53859976,JPN-1980
JPN,Japan,1981,2210524.75,116.821569,177.7315931,38.09221205,JPN-1981
JPN,Japan,1982,2181687.25,117.708919,168.8643031,37.31186596,JPN-1982
JPN,Japan,1983,2157934,118.552097,154.7371363,36.6431469,JPN-1983
JPN,Japan,1984,2178793.75,119.318921,150.6861502,36.75958923,JPN-1984
JPN,Japan,1985,2250678.5,119.988663,150.7147458,37.76044419,JPN-1985
JPN,Japan,1986,2458837.5,120.551455,150.5934512,41.06021487,JPN-1986
JPN,Japan,1987,2633404.5,121.02183,155.8226745,43.80439675,JPN-1987
JPN,Japan,1988,2902971.25,121.432942,167.9165331,48.12492482,JPN-1988
JPN,Japan,1989,3121316.25,121.831143,173.4978139,51.57548266,JPN-1989
JPN,Japan,1990,3377821,122.249285,172.8418465,55.62296686,JPN-1990
JPN,Japan,1991,3595439.25,122.702527,175.2460688,58.98781296,JPN-1991
JPN,Japan,1992,3732200.75,123.180357,170.9758938,60.99403767,JPN-1992
JPN,Japan,1993,3852766.75,123.658854,168.3682903,62.7207649,JPN-1993
JPN,Japan,1994,3980358.5,124.101546,162.1254916,64.56673773,JPN-1994
JPN,Japan,1995,4177391.25,124.483305,163.338215,67.55506073,JPN-1995
JPN,Japan,1996,4247369,124.794817,165.0885567,68.51525693,JPN-1996
JPN,Japan,1997,4278626,125.048424,161.1045749,68.87949423,JPN-1997
JPN,Japan,1998,4172601.25,125.266403,149.216836,67.05576526,JPN-1998
JPN,Japan,1999,4149478.25,125.48105,140.8267164,66.57009775,JPN-1999
JPN,Japan,2000,4251422.5,125.714674,141.2568643,68.07883878,JPN-2000
JPN,Japan,2001,4214868.5,125.974298,139.1652698,67.35439336,JPN-2001
JPN,Japan,2002,4230063,126.249509,128.9761133,67.44984935,JPN-2002
JPN,Japan,2003,4295864,126.523884,127.8818278,68.35052501,JPN-2003
JPN,Japan,2004,4403218,126.773081,127.0185125,69.92089659,JPN-2004
JPN,Japan,2005,4468057,126.978754,123.1903631,70.83558582,JPN-2005
JPN,Japan,2006,4511493.5,127.136576,122.8048478,71.43543131,JPN-2006
JPN,Japan,2007,4610069.5,127.250015,121.8338548,72.9312197,JPN-2007
JPN,Japan,2008,4512246.5,127.3179,121.2848693,71.34560027,JPN-2008
JPN,Japan,2009,4286371.5,127.340884,103.7602865,67.76193427,JPN-2009
JPN,Japan,2010,4523647,127.319802,101.6117224,71.52479132,JPN-2010
JPN,Japan,2011,4451222.5,127.2529,103.8127114,70.41666643,JPN-2011
JPN,Japan,2012,4474208.5,127.139821,106.6116333,70.84324877,JPN-2012
JPN,Japan,2013,4504977.5,126.984964,105.3393429,71.41742252,JPN-2013
JPN,Japan,2014,4509603,126.794564,108.1545382,71.59810408,JPN-2014
LVA,Latvia,1970,,,,,LVA-1970
LVA,Latvia,1971,,,,,LVA-1971
LVA,Latvia,1972,,,,,LVA-1972
LVA,Latvia,1973,,,,,LVA-1973
LVA,Latvia,1974,,,,,LVA-1974
LVA,Latvia,1975,,,,,LVA-1975
LVA,Latvia,1976,,,,,LVA-1976
LVA,Latvia,1977,,,,,LVA-1977
LVA,Latvia,1978,,,,,LVA-1978
LVA,Latvia,1979,,,,,LVA-1979
LVA,Latvia,1980,,,,,LVA-1980
LVA,Latvia,1981,,,,,LVA-1981
LVA,Latvia,1982,,,,,LVA-1982
LVA,Latvia,1983,,,,,LVA-1983
LVA,Latvia,1984,,,,,LVA-1984
LVA,Latvia,1985,,,,,LVA-1985
LVA,Latvia,1986,,,,,LVA-1986
LVA,Latvia,1987,,,,,LVA-1987
LVA,Latvia,1988,,,,,LVA-1988
LVA,Latvia,1989,,,,,LVA-1989
LVA,Latvia,1990,41735.84766,2.663985,108.8981869,31.53852001,LVA-1990
LVA,Latvia,1991,36888.20313,2.645056,106.7505854,28.07478737,LVA-1991
LVA,Latvia,1992,24936.15625,2.611306,113.8293915,19.22363847,LVA-1992
LVA,Latvia,1993,21958.9375,2.568603,46.10796917,17.20989352,LVA-1993
LVA,Latvia,1994,21604.99219,2.525444,53.04380842,17.22186645,LVA-1994
LVA,Latvia,1995,20884.98828,2.487988,50.03056028,16.898564,LVA-1995
LVA,Latvia,1996,21185.14063,2.458305,61.28168089,17.34840024,LVA-1996
LVA,Latvia,1997,22514.31445,2.434628,61.27734373,18.61615393,LVA-1997
LVA,Latvia,1998,24157.5918,2.41465,79.20093756,20.14017758,LVA-1998
LVA,Latvia,1999,25131.91211,2.394521,75.06508202,21.12860034,LVA-1999
LVA,Latvia,2000,26094.48828,2.371481,81.37688342,22.15098186,LVA-2000
LVA,Latvia,2001,27627.58398,2.345145,97.97911726,23.71576038,LVA-2001
LVA,Latvia,2002,29185.43945,2.316731,97.2085749,25.36030505,LVA-2002
LVA,Latvia,2003,29725.41211,2.286946,112.3287656,26.16590863,LVA-2003
LVA,Latvia,2004,30587,2.256935,131.3732902,27.28234382,LVA-2004
LVA,Latvia,2005,33133.03516,2.227559,148.655432,29.94303734,LVA-2005
LVA,Latvia,2006,36146.72656,2.199105,167.3516809,33.0892447,LVA-2006
LVA,Latvia,2007,39226.49609,2.171378,177.9425377,36.36703792,LVA-2007
LVA,Latvia,2008,40031.73438,2.144215,165.9779665,37.58373375,LVA-2008
LVA,Latvia,2009,34782.24609,2.117307,107.4318183,33.07026206,LVA-2009
LVA,Latvia,2010,35144.64453,2.090519,95.21983275,33.8430022,LVA-2010
LVA,Latvia,2011,38029.33203,2.063661,128.7910556,37.09746099,LVA-2011
LVA,Latvia,2012,40704.04688,2.03709,128.8320548,40.22455231,LVA-2012
LVA,Latvia,2013,42438.69531,2.011857,116.2144837,42.46476859,LVA-2013
LVA,Latvia,2014,44796.25,1.989354,114.3569897,45.33080531,LVA-2014
LUX,Luxembourg,1970,6931.347656,0.339673,105.7294317,41.07906042,LUX-1970
LUX,Luxembourg,1971,6706.621582,0.342224,120.7699782,39.45092453,LUX-1971
LUX,Luxembourg,1972,7208.562988,0.345108,115.3866687,42.04917864,LUX-1972
LUX,Luxembourg,1973,8022.184082,0.348173,114.8530612,46.38327182,LUX-1973
LUX,Luxembourg,1974,8520.456055,0.35119,106.4400375,48.84099985,LUX-1974
LUX,Luxembourg,1975,7321.581543,0.353984,115.0545999,41.63754523,LUX-1975
LUX,Luxembourg,1976,7829.482422,0.356563,112.4163214,44.20390375,LUX-1976
LUX,Luxembourg,1977,7916.501953,0.358961,95.60778305,44.39661953,LUX-1977
LUX,Luxembourg,1978,8329.855469,0.361078,126.0813547,46.44086327,LUX-1978
LUX,Luxembourg,1979,8669.196289,0.362791,112.7547025,48.1045524,LUX-1979
LUX,Luxembourg,1980,8767.267578,0.364044,147.5167732,48.48129703,LUX-1980
LUX,Luxembourg,1981,8399.466797,0.364779,153.7852372,46.35384193,LUX-1981
LUX,Luxembourg,1982,8402.544922,0.365098,154.0755445,46.33031312,LUX-1982
LUX,Luxembourg,1983,8397.236328,0.365301,139.4756772,46.27531259,LUX-1983
LUX,Luxembourg,1984,8297.198242,0.365795,144.9193677,45.66227529,LUX-1984
LUX,Luxembourg,1985,8247.511719,0.366884,128.2246345,45.25410865,LUX-1985
LUX,Luxembourg,1986,9566.349609,0.368662,144.6616519,52.2374201,LUX-1986
LUX,Luxembourg,1987,9915.150391,0.371079,165.2614036,53.78940924,LUX-1987
LUX,Luxembourg,1988,11036.93652,0.374117,173.7436888,59.38885438,LUX-1988
LUX,Luxembourg,1989,12451.8125,0.377708,166.0049341,66.36517367,LUX-1989
LUX,Luxembourg,1990,13105.78125,0.381787,165.255276,69.10438792,LUX-1990
LUX,Luxembourg,1991,14619.34961,0.386355,173.4010152,76.17375439,LUX-1991
LUX,Luxembourg,1992,14976.86133,0.3914,156.1492892,77.03069808,LUX-1992
LUX,Luxembourg,1993,16094.18457,0.396807,168.3173454,81.64949424,LUX-1993
LUX,Luxembourg,1994,17100.19727,0.402431,158.2787152,85.54084556,LUX-1994
LUX,Luxembourg,1995,17346.60938,0.408148,150.8555037,85.55802925,LUX-1995
LUX,Luxembourg,1996,17784.0293,0.414,151.9054307,86.47561719,LUX-1996
LUX,Luxembourg,1997,18855.71875,0.419974,157.5113995,90.38253817,LUX-1997
LUX,Luxembourg,1998,20824.39648,0.42583,147.5195409,98.44643992,LUX-1998
LUX,Luxembourg,1999,23463.4082,0.431264,153.2222499,109.5246151,LUX-1999
LUX,Luxembourg,2000,26342.04297,0.436107,141.0498868,121.596267,LUX-2000
LUX,Luxembourg,2001,24647.71484,0.440198,150.7904532,112.717784,LUX-2001
LUX,Luxembourg,2002,24627.73242,0.443729,133.8830585,111.73017,LUX-2002
LUX,Luxembourg,2003,23766.00195,0.447321,153.7900919,106.9549004,LUX-2003
LUX,Luxembourg,2004,22923.37305,0.451826,175.8037276,102.1341902,LUX-2004
LUX,Luxembourg,2005,25036.76563,0.457847,193.965703,110.0833652,LUX-2005
LUX,Luxembourg,2006,25209.92383,0.465546,178.6105238,109.0116166,LUX-2006
LUX,Luxembourg,2007,27138.95117,0.474705,182.0900121,115.0888101,LUX-2007
LUX,Luxembourg,2008,26912.06445,0.485079,217.3433438,111.6859099,LUX-2008
LUX,Luxembourg,2009,25784.19727,0.496257,171.19378,104.5949738,LUX-2009
LUX,Luxembourg,2010,28784.71094,0.507889,177.8548712,114.0924515,LUX-2010
LUX,Luxembourg,2011,28095.12305,0.519981,231.1755553,108.7695445,LUX-2011
LUX,Luxembourg,2012,31387.80664,0.532479,215.4666606,118.6649144,LUX-2012
LUX,Luxembourg,2013,31251.36523,0.544885,189.7559309,115.4590522,LUX-2013
LUX,Luxembourg,2014,37470.51953,0.556573,180.8937177,135.528748,LUX-2014
MEX,Mexico,1970,410662.9375,52.029859,107.3632303,15.88900518,MEX-1970
MEX,Mexico,1971,428955.9063,53.719547,99.1036854,16.07474738,MEX-1971
MEX,Mexico,1972,465188.7188,55.480125,101.6600331,16.87934499,MEX-1972
MEX,Mexico,1973,504504.125,57.283361,109.7215247,17.72964649,MEX-1973
MEX,Mexico,1974,536447.75,59.090495,124.444463,18.27568426,MEX-1974
MEX,Mexico,1975,565434.9375,60.872399,126.4696303,18.69933095,MEX-1975
MEX,Mexico,1976,596934,62.620087,115.4819428,19.1900672,MEX-1976
MEX,Mexico,1977,620664.5625,64.337694,108.1563737,19.42027185,MEX-1977
MEX,Mexico,1978,678876.6875,66.025613,109.9497718,20.69866328,MEX-1978
MEX,Mexico,1979,750647.4375,67.688533,114.1254643,22.32465473,MEX-1979
MEX,Mexico,1980,828710.125,69.330974,123.9470293,24.06241373,MEX-1980
MEX,Mexico,1981,893062.4375,70.950741,134.2372477,25.33895696,MEX-1981
MEX,Mexico,1982,879326.5,72.547995,105.742168,24.39993073,MEX-1982
MEX,Mexico,1983,821239.375,74.133377,82.67985579,22.30076833,MEX-1983
MEX,Mexico,1984,845523.875,75.72121,85.55774105,22.47875098,MEX-1984
MEX,Mexico,1985,847114.5,77.322643,95.06531743,22.05460436,MEX-1985
MEX,Mexico,1986,791244.5,78.939441,82.91706474,20.17811086,MEX-1986
MEX,Mexico,1987,801227.625,80.571067,87.69484167,20.01892008,MEX-1987
MEX,Mexico,1988,802082.6875,82.223153,98.69132123,19.63762046,MEX-1988
MEX,Mexico,1989,828844.625,83.901643,96.44198431,19.88687327,MEX-1989
MEX,Mexico,1990,880263.6875,85.609404,97.77103676,20.69927619,MEX-1990
MEX,Mexico,1991,914965.5,87.347208,106.8495599,21.08723012,MEX-1991
MEX,Mexico,1992,950663.5,89.110043,119.1841054,21.47652505,MEX-1992
MEX,Mexico,1993,960177.625,90.887097,120.3857507,21.26734105,MEX-1993
MEX,Mexico,1994,994086.75,92.663664,126.4675881,21.59626574,MEX-1994
MEX,Mexico,1995,904550.5,94.426946,90.04342675,19.28415975,MEX-1995
MEX,Mexico,1996,925872.0625,96.18171,107.6180744,19.37859704,MEX-1996
MEX,Mexico,1997,989398.125,97.925825,116.8611559,20.33937906,MEX-1997
MEX,Mexico,1998,1053905.125,99.632299,111.9632466,21.29439035,MEX-1998
MEX,Mexico,1999,1083262.25,101.26657,106.7137013,21.53432955,MEX-1999
MEX,Mexico,2000,1203299,102.80859,106.7350296,23.56177471,MEX-2000
MEX,Mexico,2001,1211920.875,104.239563,100.2109074,23.40483212,MEX-2001
MEX,Mexico,2002,1217542,105.578297,96.87068944,23.21523826,MEX-2002
MEX,Mexico,2003,1254356.75,106.888418,94.33144453,23.62404537,MEX-2003
MEX,Mexico,2004,1345215.25,108.257822,99.58147054,25.01476014,MEX-2004
MEX,Mexico,2005,1458527.5,109.747906,99.61564636,26.75359976,MEX-2005
MEX,Mexico,2006,1542631,111.382857,106.3758228,27.8809487,MEX-2006
MEX,Mexico,2007,1615148.875,113.139374,107.5590626,28.73840323,MEX-2007
MEX,Mexico,2008,1677677.25,114.972821,114.1621412,29.37494581,MEX-2008
MEX,Mexico,2009,1573495,116.815612,106.7649348,27.11616856,MEX-2009
MEX,Mexico,2010,1694513.625,118.617542,105.875592,28.75808686,MEX-2010
MEX,Mexico,2011,1830819.125,120.365271,106.89958,30.62020463,MEX-2011
MEX,Mexico,2012,1862728.75,122.070963,110.4901133,30.71857697,MEX-2012
MEX,Mexico,2013,1906050.25,123.740109,103.6186699,31.0089955,MEX-2013
MEX,Mexico,2014,1945966.25,125.385833,104.5222663,31.24285264,MEX-2014
NLD,Netherlands,1970,214209.5938,12.96488,162.9159562,33.26092037,NLD-1970
NLD,Netherlands,1971,225881.2031,13.104216,152.3861982,34.70027331,NLD-1971
NLD,Netherlands,1972,234963.1406,13.239283,137.0804833,35.72721135,NLD-1972
NLD,Netherlands,1973,251833.2813,13.369326,139.0144177,37.9199239,NLD-1973
NLD,Netherlands,1974,274902.6875,13.49346,131.758369,41.01280809,NLD-1974
NLD,Netherlands,1975,271333.8438,13.611064,124.8904478,40.1306078,NLD-1975
NLD,Netherlands,1976,285235.625,13.722272,124.7558622,41.84480894,NLD-1976
NLD,Netherlands,1977,288992.125,13.827329,129.4033156,42.07378258,NLD-1977
NLD,Netherlands,1978,297300.4375,13.92597,129.6932087,42.97678654,NLD-1978
NLD,Netherlands,1979,306371.1563,14.017909,120.5701121,43.9975492,NLD-1979
NLD,Netherlands,1980,319320.125,14.103279,119.9836282,45.57955065,NLD-1980
NLD,Netherlands,1981,310826.9688,14.181967,107.1117459,44.12107333,NLD-1981
NLD,Netherlands,1982,302134.8438,14.255051,106.5447253,42.667371,NLD-1982
NLD,Netherlands,1983,303028.9063,14.325363,111.4734135,42.58358973,NLD-1983
NLD,Netherlands,1984,309036.3125,14.396606,114.6742353,43.21288283,NLD-1984
NLD,Netherlands,1985,301936.75,14.471591,118.816788,42.00137832,NLD-1985
NLD,Netherlands,1986,315860.9375,14.551065,125.1615142,43.69834464,NLD-1986
NLD,Netherlands,1987,319661.0313,14.634787,124.4381135,43.97108039,NLD-1987
NLD,Netherlands,1988,332677.9063,14.723266,130.9383617,45.48661799,NLD-1988
NLD,Netherlands,1989,347404.6563,14.816751,134.3981349,47.20048909,NLD-1989
NLD,Netherlands,1990,370270.9063,14.915139,127.6117532,49.9753829,NLD-1990
NLD,Netherlands,1991,382394.9688,15.019184,127.710313,51.25422582,NLD-1991
NLD,Netherlands,1992,388023.625,15.128288,129.9551871,51.63357922,NLD-1992
NLD,Netherlands,1993,402451.2188,15.239262,120.157822,53.16345014,NLD-1993
NLD,Netherlands,1994,414588.7188,15.347792,120.3803184,54.37952653,NLD-1994
NLD,Netherlands,1995,438483.0313,15.450803,120.671181,57.13017869,NLD-1995
NLD,Netherlands,1996,458065.9688,15.546647,123.1110223,59.31371641,NLD-1996
NLD,Netherlands,1997,489407.3438,15.636131,120.7274399,63.00935411,NLD-1997
NLD,Netherlands,1998,505081.6563,15.721627,117.8197527,64.67373665,NLD-1998
NLD,Netherlands,1999,539840.875,15.806771,116.5014684,68.75217623,NLD-1999
NLD,Netherlands,2000,596606.9375,15.894016,105.7756555,75.56461944,NLD-2000
NLD,Netherlands,2001,606564.4375,15.984365,104.5431505,76.39156416,NLD-2001
NLD,Netherlands,2002,609148.75,16.076427,93.34588013,76.27771431,NLD-2002
NLD,Netherlands,2003,603673,16.167421,96.69611083,75.16659037,NLD-2003
NLD,Netherlands,2004,616784.25,16.253397,101.772114,76.39289668,NLD-2004
NLD,Netherlands,2005,680604.9375,16.331646,104.8819314,83.89362954,NLD-2005
NLD,Netherlands,2006,696990.375,16.401105,108.734369,85.54950836,NLD-2006
NLD,Netherlands,2007,751717.1875,16.463031,113.1486249,91.91968565,NLD-2007
NLD,Netherlands,2008,783858,16.519862,116.8064659,95.52011271,NLD-2008
NLD,Netherlands,2009,726456.1875,16.575173,108.6048675,88.22978145,NLD-2009
NLD,Netherlands,2010,724397.1875,16.631571,116.1011076,87.68137013,NLD-2010
NLD,Netherlands,2011,744237,16.689863,122.3997803,89.76816173,NLD-2011
NLD,Netherlands,2012,764032.375,16.749318,115.8075582,91.82870924,NLD-2012
NLD,Netherlands,2013,819967.4375,16.809157,104.3408425,98.20068534,NLD-2013
NLD,Netherlands,2014,812675.375,16.86802,104.6343546,96.98773994,NLD-2014
NZL,New Zealand,1970,43532.99219,2.819548,111.9778697,31.08156462,NZL-1970
NZL,New Zealand,1971,44886.96875,2.87181,117.9572174,31.46504962,NZL-1971
NZL,New Zealand,1972,47470.77344,2.930469,117.3340934,32.61016697,NZL-1972
NZL,New Zealand,1973,51204.42188,2.989985,144.9655468,34.47484353,NZL-1973
NZL,New Zealand,1974,53292.0625,3.042573,179.3309347,35.26024843,NZL-1974
NZL,New Zealand,1975,52068.92188,3.082883,126.4521356,34.00050666,NZL-1975
NZL,New Zealand,1976,53570.21484,3.108745,127.7555898,34.68982704,NZL-1976
NZL,New Zealand,1977,51467.27344,3.122551,116.2938096,33.18069415,NZL-1977
NZL,New Zealand,1978,51022.48828,3.129098,100.5401637,32.8251195,NZL-1978
